"Date","Team","Opponent","Age","Assist1","Assist2","Goalie","Period","Time","Strength","ArenaName","Result","HomeAway","ENG","PS"
1984-10-21,"EDM","CGY",23,"Jari Kurri","Paul Coffey","Don Edwards","2",1899-12-31 12:28:00,"EV","Northlands Coliseum","W","H",0,0
1984-10-21,"EDM","CGY",23,"Pat Hughes","Lee Fogolin","Don Edwards","2",1899-12-31 18:57:00,"SH","Northlands Coliseum","W","H",0,0
1984-10-19,"EDM","WIN",23,NA,NA,"Brian Hayward","2",1899-12-31 19:33:00,"EV","Winnipeg Arena","W","A",0,0
1984-10-19,"EDM","WIN",23,"Jari Kurri","Charlie Huddy",NA,"3",1899-12-31 18:39:00,"EV","Winnipeg Arena","W","A",1,0
1984-10-18,"EDM","MNS",23,NA,NA,"Don Beaupre","3",1899-12-31 12:43:00,"EV","Metropolitan Sports Center","W","A",0,0
1984-10-18,"EDM","MNS",23,"Paul Coffey","Charlie Huddy","Don Beaupre","1",1899-12-31 07:11:00,"SH","Metropolitan Sports Center","W","A",0,0
1984-10-18,"EDM","MNS",23,"Jari Kurri",NA,"Don Beaupre","1",1899-12-31 02:17:00,"EV","Metropolitan Sports Center","W","A",0,0
1984-10-16,"EDM","BOS",23,NA,NA,"Cleon Daskalakis","1",1899-12-31 06:58:00,"EV","Northlands Coliseum","W","H",0,0
1984-10-16,"EDM","BOS",23,"Jari Kurri",NA,"Cleon Daskalakis","3",1899-12-31 12:51:00,"EV","Northlands Coliseum","W","H",0,0
1984-10-14,"EDM","QUE",23,"Charlie Huddy","Paul Coffey","Richard Sevigny","3",1899-12-31 04:45:00,"EV","Northlands Coliseum","W","H",0,0
1984-03-27,"EDM","CGY",23,"Jari Kurri","Raimo Summanen","Don Edwards","3",1899-12-31 00:35:00,"EV","Olympic Saddledome","W","A",0,0
1984-03-27,"EDM","CGY",23,"Jari Kurri",NA,"Don Edwards","3",1899-12-31 19:03:00,"EV","Olympic Saddledome","W","A",0,0
1984-03-25,"EDM","WIN",23,"Paul Coffey","Glenn Anderson","Doug Soetaert","1",1899-12-31 16:56:00,"EV","Northlands Coliseum","W","H",0,0
1984-03-24,"EDM","STL",23,"Paul Coffey","Ken Linseman","Mike Liut","2",1899-12-31 04:28:00,"PP","Northlands Coliseum","L","H",0,0
1984-03-17,"EDM","LAK",23,"Paul Coffey","Jari Kurri","Markus Mattsson","3",1899-12-31 06:20:00,"PP","Northlands Coliseum","W","H",0,0
1984-03-13,"EDM","QUE",23,NA,NA,"Dan Bouchard","1",1899-12-31 08:44:00,"PP","Quebec Coliseum","OTW","A",0,0
